report_status,id,name,latitude,longitude,routing_lat,routing_lon,category,operating_hours,phone,mobile,house_number,street_name,postal_code,admin2,admin3,admin4,admin5,closed_from
new,9VA0A0V11Z20YHNL0Q0PUGK2602PA,Ud Anugerah,-6.103143333,106.7416333,-6.10316973575309,106.741903928219,Butcher,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,AVA0A0G11320I1QLHQ8P5GQ2602PA,Chic 'N Ciz,-6.089951667,106.743115,-6.09006366918157,106.743046398664,Restaurant,,,,,Jalan Pantai Indah Kapuk Kamal,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,AVA0A0J11Y20C3HLAN1PTGP2602PA,Lin Shi Fu,-6.1038192,106.7416483,-6.10381339352941,106.741572815882,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,AVA0A0N11N20OSDLMG1POGA2602PA,Mie Sapi Khas Xiang Yang,-6.090083333,106.74335,-6.09020385926411,106.743272997109,Restaurant,,,,,Jalan Pantai Indah Kapuk Kamal,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,BVA0A0211E20BQZLRSDPPGI2602PA,Sengon Jaya,-6.1026327,106.7419254,-6.10263897941176,106.741921632353,Business Service,,,,25,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,BVA0A0911Q20MXELIN9PCGP2602PA,Deviani,-6.103103333,106.74154,-6.10307289231357,106.741303092049,Business Service,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,BVA0A0L11X20B9QL5ARPTGC2602PA,Telur Cianjur,-6.1029797,106.7415507,-6.10294991482346,106.741318893626,Specialty Store,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,CVA0A0T11Q20GT1L7R8PQGF2602PA,Ud.subur Jaya,-6.1033725,106.7417613,-6.10338437200943,106.741882988097,Business Service,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,CVA0A0V11L20ZE4LJYKP1GA2602PA,Dimas Sayur,-6.1036959,106.7416503,-6.10369066588235,106.741582256471,Food-Beverage Specialty Store,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,DVA0A0I11M20JK0L8MAPSGK2602PA,Rumah Mama,-6.1036947,106.7417185,-6.1036053804878,106.74172842439,Business Service,,,,4,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,DVA0A0Z11X20SU9LNFHPDGL2602PA,Warung Bu Sri,-6.1027336,106.7415711,-6.10256029550442,106.741607760566,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,EVA0A0411X20I5VLAFQPUGG2602PA,Alfan / Mayli,-6.1030912,106.7417954,-6.10310242875663,106.741910494755,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,EVA0A0D11920F76LOEUP9GN2602PA,Aan Fresh And Frozen Seafood,-6.1033313,106.7417668,-6.10334302893341,106.741887021567,Food-Beverage Specialty Store,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,FVA0A0C11720Z71LYSAPUGI2602PA,"Toko Buah Segar ""Ud. Rio Makmur Jaya""",-6.1032363,106.7417862,-6.10324704979375,106.741896385386,Food-Beverage Specialty Store,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,FVA0A0V11B20GMDLDO7PPGX2602PA,Warung Mama Selly,-6.120079594,106.7276795,-6.12002871920552,106.727648532734,Convenience Store,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,GVA0A0T11020D5MLAAEPWGS2602PA,Berkah Adi Purnomo,-6.103038333,106.74178,-6.10305154848144,106.741915458685,Repair Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,IVA0A0M11J20W8TLOS7PDGO2602PA,D'fresto,-6.119932064,106.7277572,-6.11995432571587,106.72777075061,Restaurant,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,IVA0A0Z11W20UY8LHJQP4GJ2602PA,Dr Cosmetic,-6.112322275,106.7472811,-6.11229386432433,106.747204224054,Hair and Beauty,,,,A/31,Jalan Ebony Golf Raya,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,JVA0A0311C20X3DLSIEPWGQ2602PA,Ud.nusantara Seafood,-6.103466667,106.741715,-6.10360221545122,106.741699939061,Specialty Store,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,JVA0A0I11C20I0DLZPHPTGT2602PA,Sweet Xin's Home,-6.111619872,106.744573,-6.11152654004649,106.744563782029,Business Service,,,,10,Jalan Town House Cordoba,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,KVA0A0B11G20DH8LIUSPZGM2602PA,Too Seafood (Nathan),-6.1034286,106.7417584,-6.1034402233353,106.741877539187,Butcher,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,KVA0A0D11V20AVMLZXKPQGK2602PA,Sip,-6.112033333,106.7487267,-6.11194388916831,106.748719348452,Business Service,,,,D/22,Jalan Ebony Golf Raya,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,KVA0A0H11F20Z86L8QQPSGK2602PA,Toko Emas Permata,-6.120575244,106.7291936,-6.12059683046154,106.729161220308,Jeweler,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
